mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	slur	TextLine
88	88	348	348	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1150	-­bus		
88	88	350	350	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1151	cum		
88	88	351	351	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1152	prin-		
88	88	348	348	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1153	-­bus		
88	88	350	350	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1154	cum		
88	88	351	351	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1155	prin-		
88	88	348	348	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1156	-­bus		
88	88	350	350	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1157	cum		
88	88	351	351	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1158	prin-		
88	88	348	348	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1159	-­bus		
88	88	350	350	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1160	cum		
88	88	351	351	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1161	prin-		
89	89	352	352	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1162	-ci-		
89	89	354	354	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1163	-pi-		
89	89	352	352	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1164	-ci-		
89	89	354	354	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1165	-pi-		
89	89	352	352	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1166	-ci-		
89	89	354	354	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1167	-pi-		
89	89	352	352	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1168	-ci-		
89	89	354	354	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1169	-pi-		
89	89	352	352	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1170	-ci-		
89	89	354	354	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1171	-pi-		
90	90	356	356	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1172	-bus		
90	90	356	356	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	1173	-bus	60	
90	90	715/2	715/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1174		60	
90	90	358	358	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	1175		60	
90	90	719/2	719/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1176		60	
90	90	356	356	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1177	-bus		
90	90	357	357	1.5	1/4	1/4	Chord	4/4	3	1	3/8	1/4	3/2	1178	po-	61	
90	90	717/2	717/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1179		61	
90	90	359	359	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1180		61	
90	90	356	356	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1181	-bus		
90	90	359	359	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1182	po-	62	
90	90	356	356	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1183	-bus		
90	90	358	358	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	1184	po-	63	
90	90	719/2	719/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	1185		63	
91	91	360	360	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	1186	po-	64	
91	91	723/2	723/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1187		64	
91	91	362	362	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	1188		64	
91	91	727/2	727/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1189		64	
91	91	1455/4	1455/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1190		64	
91	91	360	360	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1191		60	
91	91	362	362	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1192			
91	91	363	363	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1193	po-		
91	91	360	360	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	1194		61	
91	91	721/2	721/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	1195		61	
91	91	361	361	1.5	1/4	1/4	Chord	4/4	3	1	3/8	1/4	3/2	1196		61	
91	91	725/2	725/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1197		61	
91	91	363	363	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1198			
91	91	360	360	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	1199		62	
91	91	721/2	721/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	1200		62	
91	91	361	361	1.5	1/4	1/4	Chord	4/4	4	1	3/8	1/4	3/2	1201		62	
91	91	725/2	725/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	1202		62	
91	91	363	363	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1203			
91	91	360	360	1.5	0	0	Chord	4/4	5	1	3/8	1/4	3/2	1204		63	
91	91	723/2	723/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	1205		63	
91	91	362	362	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	1206		63	
91	91	727/2	727/2	0.25	7/8	7/8	Chord	4/4	5	1	1/16	1/16	1	1207		63	
91	91	1455/4	1455/4	0.25	15/16	15/16	Chord	4/4	5	1	1/16	1/16	1	1208		63	
92	92	364	364	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1209			
92	92	366	366	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1210	-pu-		
92	92	367	367	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1211	-li		
92	92	364	364	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1212	-pu-		
92	92	365	365	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1213	-li		
92	92	366	366	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1214	su-	65	
92	92	364	364	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1215	-pu-		
92	92	366	366	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1216	-li		
92	92	364	364	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1217	-pu-		
92	92	366	366	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1218	-li		
92	92	364	364	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1219			
92	92	366	366	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1220	-pu-		
92	92	367	367	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1221	-li		
93	93	368	368	4.0	0	0	Chord	4/4	1	1	1	1	1	1222	su-		
93	93	368	368	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1223		65	
93	93	370	370	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1224			
93	93	368	368	4.0	0	0	Chord	4/4	3	1	1	1	1	1225	su-		
93	93	368	368	4.0	0	0	Chord	4/4	4	1	1	1	1	1226	su-		
93	93	368	368	4.0	0	0	Chord	4/4	5	1	1	1	1	1227	su-		
94	94	372	372	4.0	0	0	Chord	4/4	1	1	1	1	1	1228	-i.		
94	94	372	372	4.0	0	0	Chord	4/4	2	1	1	1	1	1229	-i.		
94	94	372	372	4.0	0	0	Chord	4/4	3	1	1	1	1	1230	-i.		
94	94	372	372	4.0	0	0	Chord	4/4	4	1	1	1	1	1231	-i.		
94	94	372	372	4.0	0	0	Chord	4/4	5	1	1	1	1	1232	-i.		
95	95	376	376	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1233	Qui		
95	95	378	378	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1234	ha-		
95	95	379	379	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1235	-bi-		
96	96	380	380	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	1236	-ta-		
96	96	763/2	763/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1237	-re		
96	96	382	382	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1238	fa-		
96	96	383	383	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1239	-cit		
96	96	380	380	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1240	Qui		
96	96	382	382	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1241	ha-		
96	96	383	383	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1242	-bi-		
97	97	384	384	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	1243	ste-		
97	97	771/2	771/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1244	-ri-		
97	97	386	386	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1245	-lem		
97	97	387	387	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1246	in		
97	97	384	384	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1247	Qui		
97	97	386	386	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1248	ha-		
97	97	387	387	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1249	-bi-		
97	97	384	384	1.5	0	0	Chord	4/4	5	1	3/8	1/4	3/2	1250	-ta-		
97	97	771/2	771/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	1251	-re		
97	97	386	386	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1252	fa-		
97	97	387	387	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1253	-cit		
98	98	388	388	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	1254	do-	66	
98	98	779/2	779/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1255		66	
98	98	390	390	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1256		66	
98	98	781/2	781/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1257		66	
98	98	391	391	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1258		66	
98	98	783/2	783/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1259		66	
98	98	388	388	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	1260	-ta-		
98	98	779/2	779/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	1261	-re		
98	98	390	390	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1262	fa-		
98	98	391	391	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1263	-cit		
98	98	388	388	1.5	0	0	Chord	4/4	5	1	3/8	1/4	3/2	1264	ste-		
98	98	779/2	779/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	1265	-ri-		
98	98	390	390	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1266	-lem		
98	98	391	391	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1267	in		
99	99	392	392	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1268	Qui		
99	99	394	394	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1269	ha-		
99	99	395	395	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1270	-bi-		
99	99	392	392	4.0	0	0	Chord	4/4	3	1	1	1	1	1271			
99	99	392	392	4.0	0	0	Chord	4/4	4	1	1	1	1	1272	ste-		
99	99	392	392	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	1273	do-	67	
99	99	395	395	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1274		67	
100	100	396	396	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1275	Qui		
100	100	398	398	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1276	ha-		
100	100	399	399	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1277	-bi-		
100	100	396	396	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	1278	-ta-		
100	100	795/2	795/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1279	-re		
100	100	398	398	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1280	fe-		
100	100	399	399	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1281	-cit		
100	100	396	396	4.0	0	0	Chord	4/4	3	1	1	1	1	1282	-mo		
100	100	396	396	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1283			
100	100	398	398	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1284	-ri-		
100	100	396	396	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1285		67	
100	100	398	398	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1286		67	
101	101	400	400	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	1287	-ta-		
101	101	803/2	803/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1288	-re		
101	101	402	402	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1289	fa-		
101	101	403	403	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1290	-cit		
101	101	400	400	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	1291	ste-		
101	101	803/2	803/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1292	-ri-		
101	101	402	402	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1293	-lem		
101	101	403	403	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1294	in		
101	101	402	402	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1295	in		
101	101	400	400	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	1296	-lem		
101	101	403	403	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1297	in		
101	101	400	400	4.0	0	0	Chord	4/4	5	1	1	1	1	1298	-­-	67	
102	102	404	404	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	1299	ste-		
102	102	811/2	811/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1300	-ri-		
102	102	406	406	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1301	-lem		
102	102	407	407	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1302	in		
102	102	404	404	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1303	do-	68	
102	102	405	405	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1304		68	
102	102	406	406	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1305		68	
102	102	404	404	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1306	do-	69	
102	102	406	406	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1307		69	
102	102	407	407	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1308		69	
102	102	404	404	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1309	do-	70	
102	102	406	406	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1310		70	
102	102	404	404	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1311		67	
102	102	406	406	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1312		67	
103	103	408	408	4.0	0	0	Chord	4/4	1	1	1	1	1	1313	do-		
103	103	408	408	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1314		68	
103	103	410	410	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1315			
103	103	408	408	4.0	0	0	Chord	4/4	3	1	1	1	1	1316			
103	103	408	408	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1317		70	
103	103	410	410	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1318			
103	103	408	408	4.0	0	0	Chord	4/4	5	1	1	1	1	1319			
104	104	412	412	4.0	0	0	Chord	4/4	1	1	1	1	1	1320	-mo		
104	104	412	412	4.0	0	0	Chord	4/4	2	1	1	1	1	1321	-mo		
104	104	412	412	4.0	0	0	Chord	4/4	3	1	1	1	1	1322	-mo		
104	104	412	412	4.0	0	0	Chord	4/4	4	1	1	1	1	1323	-mo		
104	104	412	412	4.0	0	0	Chord	4/4	5	1	1	1	1	1324	-mo		
105	105	416	416	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1325	ma-		
105	105	417	417	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1326	-trem		
105	105	418	418	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1327	fi-		
105	105	419	419	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1328	-li-		
106	106	420	420	4.0	0	0	Chord	4/4	2	1	1	1	1	1329	-o-		
106	106	420	420	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1330	ma-		
106	106	421	421	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1331	-trem		
106	106	422	422	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1332	fi-		
106	106	423	423	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1333	-li-		
107	107	424	424	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1334	-rum		
107	107	425	425	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1335	læ-		
107	107	426	426	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1336	-tan-	71	
107	107	853/2	853/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1337		71	
107	107	427	427	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1338		71	
107	107	855/2	855/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1339		71	
107	107	424	424	4.0	0	0	Chord	4/4	4	1	1	1	1	1340	-o-		
108	108	428	428	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1341	ma-		
108	108	429	429	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1342	-trem		
108	108	430	430	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1343	fi-		
108	108	431	431	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1344	-li-		
108	108	428	428	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1345	-­-	71	
108	108	429	429	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1346		71	
108	108	859/2	859/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1347		71	
108	108	430	430	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1348		71	
108	108	428	428	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1349	-rum		
108	108	429	429	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1350	læ-		
108	108	430	430	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	1351	-tan-	72	
108	108	861/2	861/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	1352		72	
108	108	431	431	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	1353		72	
108	108	863/2	863/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1354		72	
109	109	432	432	4.0	0	0	Chord	4/4	1	1	1	1	1	1355	-o-		
109	109	432	432	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1356		71	
109	109	434	434	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1357		71	
109	109	435	435	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1358		71	
109	109	432	432	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	1359		72	
109	109	867/2	867/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	1360		72	
109	109	434	434	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	1361		72	
109	109	869/2	869/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	1362		72	
109	109	435	435	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	1363		72	
109	109	871/2	871/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1364		72	
110	110	436	436	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1365	-rum		
110	110	437	437	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1366	læ-		
110	110	438	438	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1367	-tan-	73	
110	110	877/2	877/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1368		73	
110	110	439	439	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1369		73	
110	110	879/2	879/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1370		73	
110	110	436	436	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1371		71	
110	110	438	438	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1372			
110	110	437	437	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1373	læ-		
110	110	438	438	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1374	-tan-	74	
110	110	877/2	877/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1375		74	
110	110	439	439	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1376		74	
110	110	879/2	879/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1377		74	
110	110	436	436	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1378			
110	110	438	438	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1379	-tem		
110	110	436	436	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1380	ma-		
110	110	437	437	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1381	-trem		
110	110	438	438	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1382	fi-		
110	110	439	439	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1383	-li-		
111	111	440	440	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	1384		73	
111	111	883/2	883/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1385		73	
111	111	442	442	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1386		73	
111	111	885/2	885/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1387		73	
111	111	443	443	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1388		73	
111	111	887/2	887/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1389		73	
111	111	440	440	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1390	-tem		
111	111	440	440	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	1391		74	
111	111	883/2	883/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1392		74	
111	111	442	442	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1393		74	
111	111	885/2	885/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1394		74	
111	111	443	443	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1395		74	
111	111	887/2	887/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1396		74	
111	111	440	440	4.0	0	0	Chord	4/4	5	1	1	1	1	1397	-o-		
112	112	444	444	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1398		73	
112	112	446	446	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1399			
112	112	444	444	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1400	ma-		
112	112	445	445	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1401	-trem		
112	112	446	446	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1402	fi-		
112	112	447	447	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1403	-li-		
112	112	444	444	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1404			
112	112	446	446	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1405	-tem		
112	112	445	445	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1406	læ-		
112	112	446	446	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	1407	-tan-	75	
112	112	893/2	893/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	1408		75	
112	112	447	447	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	1409		75	
112	112	895/2	895/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1410		75	
112	112	444	444	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1411	-rum		
112	112	445	445	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1412	læ-		
112	112	446	446	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	1413	-tan-	76	
112	112	893/2	893/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	1414		76	
112	112	447	447	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	1415		76	
112	112	895/2	895/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	1416		76	
113	113	448	448	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1417	-tem		
113	113	448	448	4.0	0	0	Chord	4/4	2	1	1	1	1	1418	-o-		
113	113	448	448	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1419	ma-		
113	113	449	449	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1420	-trem		
113	113	450	450	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1421	fi-		
113	113	451	451	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1422	-li-		
113	113	448	448	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	1423	-­-	75	
113	113	899/2	899/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	1424		75	
113	113	450	450	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	1425		75	
113	113	901/2	901/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	1426		75	
113	113	451	451	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	1427		75	
113	113	903/2	903/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1428		75	
113	113	448	448	1.5	0	0	Chord	4/4	5	1	3/8	1/4	3/2	1429	-­-	76	
113	113	899/2	899/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	1430		76	
113	113	450	450	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	1431		76	
113	113	901/2	901/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	1432		76	
113	113	451	451	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	1433		76	
113	113	903/2	903/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	1434		76	
114	114	452	452	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1435	ma-		
114	114	453	453	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1436	-trem		
