mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm
140	140	972	4.0	0	0	Chord	3/1	3	1	1			1	1	1305	ga-			
140	140	976	4.0	1	1	Chord	3/1	3	1	1			1	1	1306	ci			
140	140	980	4.0	2	2	Chord	3/1	3	1	1			1	1	1307	fu-			
140	140	972	4.0	0	0	Chord	3/1	4	1	1			1	1	1308				
140	140	976	4.0	1	1	Chord	3/1	4	1	1			1	1	1309				
140	140	980	4.0	2	2	Chord	3/1	4	1	1			1	1	1310				
141	141	984	4.0	0	0	Chord	3/1	1	1	1			1	1	1311	ga-			
141	141	988	4.0	1	1	Chord	3/1	1	1	1			1	1	1312	-			
141	141	992	4.0	2	2	Chord	3/1	1	1	1			1	1	1313	ci ar-			
141	141	984	4.0	0	0	Chord	3/1	2	1	1			1	1	1314	ga-			
141	141	988	4.0	1	1	Chord	3/1	2	1	1			1	1	1315	-			
141	141	992	4.0	2	2	Chord	3/1	2	1	1			1	1	1316	ci ar-			
141	141	984	4.0	0	0	Chord	3/1	3	1	1			1	1	1317	ga-			
141	141	988	4.0	1	1	Chord	3/1	3	1	1			1	1	1318	-			
141	141	992	4.0	2	2	Chord	3/1	3	1	1			1	1	1319	ci ar-			
141	141	984	4.0	0	0	Chord	3/1	4	1	1			1	1	1320				
141	141	988	4.0	1	1	Chord	3/1	4	1	1			1	1	1321				
141	141	992	4.0	2	2	Chord	3/1	4	1	1			1	1	1322				
142	142	996	6.0	0	0	Chord	3/1	1	1	3/2			1	3/2	1323	re-			
142	142	1002	2.0	3/2	3/2	Chord	3/1	1	1	1/2			1/2	1	1324	sta-			
142	142	1004	4.0	2	2	Chord	3/1	1	1	1			1	1	1325	no.			
142	142	996	6.0	0	0	Chord	3/1	2	1	3/2			1	3/2	1326	re-			
142	142	1002	2.0	3/2	3/2	Chord	3/1	2	1	1/2			1/2	1	1327	sta-			
142	142	1004	4.0	2	2	Chord	3/1	2	1	1			1	1	1328	no.			
142	142	996	6.0	0	0	Chord	3/1	3	1	3/2			1	3/2	1329	re-			
142	142	1002	2.0	3/2	3/2	Chord	3/1	3	1	1/2			1/2	1	1330	sta-			
142	142	1004	4.0	2	2	Chord	3/1	3	1	1			1	1	1331	no.			
142	142	996	6.0	0	0	Chord	3/1	4	1	3/2			1	3/2	1332				
142	142	1002	2.0	3/2	3/2	Chord	3/1	4	1	1/2			1/2	1	1333				
142	142	1004	4.0	2	2	Chord	3/1	4	1	1			1	1	1334				
